----------------------------------------------------------------------------------------------------------------
Search Criteria:,
"     Fiscal Year: Active Projects,  2021,  2020,  2019,  2018,  2017,  2016,  2015,  2014,  2013,  2012,  2011,  2010,  2009,  2008,  2007,  2006,  2005,  2004,  2003,  2002,  2001,  2000,  1999,  1998,  1997,  1996,  1995,  1994,  1993,  1992,  1991,  1990,  1989,  1988,  1987,  1986,  1985"
"     Agency/​Institute/​Center: NCATS"
"     Admin: Yes"
"     Text Search: Translator (and)"
"     Limit to: Project Title,  Project Terms,  Project Abstracts"
----------------------------------------------------------------------------------------------------------------
"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Bioengineering; Clinical Research","Address;Architecture;Clinical;Clinical Research;Collaborations;Collection;Complex;Data;Data Analyses;Data Sources;Development;Disease;Health;Human;Informatics;Ingestion;Institution;Measures;Medical;Metadata;Modeling;Molecular;Nurses;Pathway interactions;Pharmaceutical Preparations;Policies;Protocols documentation;Research Personnel;Scientist;Socialization;Support System;System;Systems Biology;Time;Training;Translational Research;Update;Vision;design;disease transmission;dynamic system;improved;interdisciplinary collaboration;open source;prototype;tool","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9691550","5/15/2018 12:00:00 AM"," ","3OT3TR002020-01S2","3","OT3","TR","002020","01","S","COLVIS, CHRISTINE","9/24/2016 12:00:00 AM","12/31/2018 12:00:00 AM","ZTR1-SRC(99)"," ","8850713","AHALT, STANLEY CARLTON","TROPSHA, ALEXANDER ","04","BIOSTATISTICS & OTHER MATH SCI","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF ARTS AND SCIENCES","275990001","UNITED STATES","N","5/1/2018 12:00:00 AM","12/31/2018 12:00:00 AM","350","Other","2018","710193"," ","NCATS","459875","250318"," ","710193",
"Networking and Information Technology R&D","Aloral;Benchmarking;Characteristics;Client;Cloud Computing;Code;Computer software;Data;Databases;Disease;Docking;Future;Genetic Diseases;Graph;Hand;Hour;Human;Knowledge;Metadata;Methods;Modeling;Online Mendelian Inheritance In Man;Ontology;Oregon;Pathway interactions;Performance;Pharmaceutical Preparations;Phenotype;Preparation;Process;Protocols documentation;PubMed;Pythons;Response Latencies;Running;Seeds;Side;Source;Source Code;System;Universities;base;cloud based;flexibility;indexing;prototype;response;tool","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Oregon State University","n/a","NCATS","9613383","12/29/2017 12:00:00 AM"," ","1OT2TR002520-01","1","OT2","TR","002520","01"," ","COLVIS, CHRISTINE","12/29/2017 12:00:00 AM","12/28/2020 12:00:00 AM","ZTR1-SRC(99)"," ","8434665","RAMSEY, STEPHEN A.","DEUTSCH, ERIC ; NANDI, ARNAB ","04","NONE","053599908","US","44.569006","-123.277867","6297004","OREGON STATE UNIVERSITY","CORVALLIS","OR","SCHOOLS OF PUBLIC HEALTH","973318555","UNITED STATES","N","12/29/2017 12:00:00 AM","12/28/2020 12:00:00 AM","350","Other","2018","788863"," ","NCATS","767977","166626"," ","788863",
"No NIH Category available","Alabama;Back;Complex;Data;Logic;Performance;Programming Languages;Universities;tool","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: University of Alabama at Birmingham","n/a","NCATS","9610232","12/29/2017 12:00:00 AM"," ","1OT2TR002517-01","1","OT2","TR","002517","01"," ","COLVIS, CHRISTINE","12/29/2017 12:00:00 AM","12/28/2019 12:00:00 AM","ZTR1-SRC(99)"," ","14299082","MIGHT, MATTHEW BRENDON","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","063690705","US","33.506935","-86.809252","1288803","UNIVERSITY OF ALABAMA AT BIRMINGHAM","BIRMINGHAM","AL","SCHOOLS OF MEDICINE","352940001","UNITED STATES","N","12/29/2017 12:00:00 AM","12/28/2019 12:00:00 AM","350","Other","2018","600000"," ","NCATS","455456","144544"," ","600000",
"No NIH Category available","Affect;Alabama;Architecture;California;Clinic;Collaborations;Communities;Data;Data Sources;Development;Diagnosis;Disease;Functional disorder;Health Sciences;Hospitals;Informatics;Institutes;Institution;Laboratories;Language;Link;Location;Melissa;Modeling;Molecular;North Carolina;Ohio;Oregon;Organ;Pathway interactions;Patients;Physicians;Private Sector;Proteins;Research;Research Institute;Research Personnel;Resources;Saint Jude Children&apos;s Research Hospital;Signs and Symptoms;Systems Biology;Translations;Universities;base;cell type;computing resources;data mining;design;disorder prevention;innovation;interoperability;novel;open source;programs;tool","NCATS Biomedical Data Translator Program","n/a","NCATS","9770469"," "," ","1ZIATR000276-02","1","ZIA","TR","000276","02"," "," "," "," "," "," ","14380147","SOUTHALL, NOEL ","Not Applicable","n/a","Unavailable"," "," "," "," "," ","NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES"," "," ","Other Domestic Non-Profits"," ","UNITED STATES","N"," "," "," ","Intramural Research","2018","599999"," ","NCATS"," "," "," ","599999",
"Networking and Information Technology R&D","Collaborations;Data;Data Science;Disease;Genes;Human;Information Retrieval;Institutes;Logistic Regressions;Maps;Participant;Pharmaceutical Preparations;Pythons;System;Text;Training;Universities;base;computer science;open source;prototype;tool","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Stanford University","n/a","NCATS","9609037","12/29/2017 12:00:00 AM"," ","1OT2TR002515-01","1","OT2","TR","002515","01"," ","COLVIS, CHRISTINE","12/29/2017 12:00:00 AM","6/30/2020 12:00:00 AM","ZTR1-SRC(99)"," ","6620309","ALTMAN, RUSS BIAGIO","Not Applicable","18","BIOMEDICAL ENGINEERING","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","943052004","UNITED STATES","N","12/29/2017 12:00:00 AM","6/30/2020 12:00:00 AM","350","Other","2018","436578"," ","NCATS","287434","149144"," ","436578",
"No NIH Category available","Address;Biological;Clinical;Clinical Data;Clinical Research;Comorbidity;Data;Detection;Development;Disease;Drug effect disorder;Generations;Genetic Diseases;Graph;Knowledge;Link;Literature;Medical;North Carolina;Outcome;Pathway interactions;Pharmaceutical Preparations;PubMed;Publishing;Source;Subject Headings;Time;Translating;Translational Research;Universities;disease phenotype;multidisciplinary;new therapeutic target;novel;programs;tool;user friendly software","Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: University of North Carolina at Chapel Hill","n/a","NCATS","9609015","1/5/2018 12:00:00 AM"," ","1OT2TR002514-01","1","OT2","TR","002514","01"," ","COLVIS, CHRISTINE","1/5/2018 12:00:00 AM","12/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","2797832","TROPSHA, ALEXANDER ","Not Applicable","04","PHARMACOLOGY","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF PHARMACY","275990001","UNITED STATES","N","1/5/2018 12:00:00 AM","12/31/2020 12:00:00 AM","350","Other","2018","1160000"," ","NCATS","867843","292157"," ","1160000",
"No NIH Category available","Algorithms;Binding;Biological;Data;Databases;Drug Targeting;Graph;Imatinib;Institutes;Knowledge;Lifting;Modeling;Pharmaceutical Preparations;Process;Retrieval;Standardization;Uncertainty;improved;prototype;tool"," Biomedical Data Translator Technical Feasibility Assessment of Reasoning Tool: Broad Institute","n/a","NCATS","9635208","3/27/2018 12:00:00 AM"," ","1OT2TR002584-01","1","OT2","TR","002584","01"," ","COLVIS, CHRISTINE","4/1/2018 12:00:00 AM","5/15/2020 12:00:00 AM","ZTR1-SRC(99)"," ","1879023","CLEMONS, PAUL ANDREW","Not Applicable","07","Unavailable","623544785","US","42.363318","-71.087781","10021177","BROAD INSTITUTE, INC.","CAMBRIDGE","MA","Research Institutes","021421027","UNITED STATES","N","4/1/2018 12:00:00 AM","5/15/2020 12:00:00 AM","350","Other","2018","422447"," ","NCATS","237330","185117"," ","422447",
"Bioengineering; Networking and Information Technology R&D","Algorithms;Architecture;Area;Benchmarking;Clinical;Clinical Data;Clinical Informatics;Clinical Research;Collaborations;Common Data Element;Communities;Community of Practice;Computer software;Cultural Evolution;Data;Data Analyses;Data Quality;Data Set;Development;Discipline;Ecosystem;Evaluation;Evolution;FAIR principles;Foundations;Goals;Gold;Health;Health Science Library;Health Sciences;Healthcare;Human;Individual;Informatics;Information Resources;Information Sciences;Information Technology;Institution;Knowledge;Leadership;Learning;Licensing;Longevity;Metadata;Methodology;Methods;Modeling;Morphologic artifacts;Oregon;Outcome;Patients;Process;Public Health Informatics;Quality Control;Rare Diseases;Reporting;Research;Research Infrastructure;Research Institute;Resources;Scanning;Science;Services;Software Engineering;Software Tools;Synapses;System;Technology;The Jackson Laboratory;Training;Translational Research;United States National Institutes of Health;Universities;Update;Vendor;Vision;Washington;Work;base;biomedical informatics;cloud based;collaborative approach;collaborative environment;data modeling;data sharing;design;digital;experience;health care quality;health record;improved;informatics infrastructure;innovation;interoperability;invention;open data;open source;quality assurance;software development;success;tool","A National Center for Digital Health Informatics Innovation","NARRATIVE
We propose to create a national network for enabling digital health research, innovation, and continuous
improvement. The goal is to use information science to impact the way that health care functions and the lives
of those it serves
!","NCATS","9568055","6/22/2018 12:00:00 AM","RFA-TR-17-006","5U24TR002306-02","5","U24","TR","002306","02"," ","MISQUITTA, LEONIE","9/20/2017 12:00:00 AM","6/30/2022 12:00:00 AM","ZTR1-CI-9(01)"," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; HOLMES, KRISTI L.; MOONEY, SEAN DAVID; WILBANKS, JOHN ","03","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","LIBRARIES","972393098","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","350","Other Research-Related","2018","4938967"," ","NCATS","5471956","219630"," ","4938967",
"Bioengineering; Networking and Information Technology R&D; Rare Diseases","Algorithms;Apoptosis;Architecture;Basic Science;Biological;Clinical;Clinical Data;Computer software;Data;Data Sources;Diagnosis;Disease;Distant;Elements;Event;Familiarity;Functional disorder;Gene Targeting;Genes;Graph;Knowledge;Lead;Leadership;Link;Literature;Metadata;Methodology;Methods;Modeling;Molecular;Pathway interactions;Patients;Phenotype;Positioning Attribute;Probability;Rare Diseases;Reproducibility;Research Infrastructure;Selection for Treatments;Semantics;Source;System;TP53 gene;Taxonomy;Techniques;Testing;Tissues;Variant;Vision;Zebrafish;base;cell type;crowdsourcing;data integration;data resource;design;disease classification;disease diagnosis;disease phenotype;experience;innovation;interoperability;knock-down;member;multimodality;open data;outcome forecast;scaffold;translational pipeline","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9768767","9/15/2018 12:00:00 AM"," ","3OT3TR002019-01S3","3","OT3","TR","002019","01","S","COLVIS, CHRISTINE","9/23/2016 12:00:00 AM","8/31/2019 12:00:00 AM","ZTR1-SRC(99)"," ","7569861","CHUTE, CHRISTOPHER G","HAENDEL, MELISSA A; MUNGALL, CHRISTOPHER J","07","INTERNAL MEDICINE/MEDICINE","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","9/15/2018 12:00:00 AM","8/31/2019 12:00:00 AM","350","Other","2018","182410"," ","NCATS","166015","16395"," ","182410",
"Bioengineering; Networking and Information Technology R&D","Address;Affect;Animal Model;Architecture;Awareness;Basic Science;Biological;Biomedical Research;Clinical;Clinical Data;Clinical Sciences;Data;Data Set;Disease;Genetic;Goals;Graph;Knowledge;Knowledge Discovery;Language;Link;Machine Learning;Metabolic;Methods;Modeling;Molecular;Ontology;Pathogenicity;Pathway Analysis;Pathway interactions;Patients;Pharmacology;Physiological;Proteins;Proteomics;Quality Control;Reproducibility;Research Personnel;Science;Scientist;Semantics;Series;Signs and Symptoms;Source;System;Techniques;Technology;Time;Translational Research;Translations;Treatment outcome;Update;Variant;Vision;base;cell type;clinical phenotype;comparative effectiveness;design;disorder subtype;genetic variant;innovation;insight;interoperability;molecular domain;multi-scale modeling;novel;prototype;text searching;user-friendly","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9635840","3/3/2018 12:00:00 AM"," ","3OT3TR002027-01S1","3","OT3","TR","002027","01","S","COLVIS, CHRISTINE","3/1/2018 12:00:00 AM","12/31/2018 12:00:00 AM","ZTR1-SRC(99)"," ","9643350","TATONETTI, NICHOLAS P","DUMONTIER, MICHEL ; WENG, CHUNHUA ","13","INTERNAL MEDICINE/MEDICINE","621889815","US","40.841253","-73.940404","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NEW YORK","NY","SCHOOLS OF MEDICINE","100323725","UNITED STATES","N","3/1/2018 12:00:00 AM","12/31/2018 12:00:00 AM","350","Other","2018","854309"," ","NCATS","612046","242263"," ","854309",
"Biotechnology","Affect;Architecture;Biology;Chemicals;Collaborations;Communities;Data;Data Sources;Development;Diagnosis;Disease;Extramural Activities;Fostering;Functional disorder;General Population;Genomics;Goals;Informatics;Language;Lead;Location;Modeling;Molecular;Organ;Pathway interactions;Patients;Pharmaceutical Chemistry;Pharmaceutical Preparations;Phenotype;Physicians;Process;Proteins;Publications;Research;Research Personnel;Resources;Signs and Symptoms;Synthesis Chemistry;Translations;United States National Institutes of Health;Validation;Work;assay development;base;cell type;design;drug development;drug discovery;high throughput screening;human disease;improved;interoperability;new technology;novel therapeutics;open source;programs;screening;small molecule;small molecule therapeutics;therapeutic development;tool","NCATS Biomedical Data Translator Program","n/a","NCATS","9551934"," "," ","1ZIATR000276-01","1","ZIA","TR","000276","01"," "," "," "," "," "," ","14380147","SOUTHALL, NOEL ","Not Applicable","n/a","Unavailable"," "," "," "," "," ","NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES"," "," ","Other Domestic Non-Profits"," ","UNITED STATES","N"," "," "," ","Intramural Research","2017","900000"," ","NCATS"," "," "," ","900000",
"Bioengineering; Clinical Research; Genetics","Architecture;Artificial Intelligence;Biological;Biological Models;Biological Process;Cell Survival;Cell physiology;Cells;Clinical Trials;Communities;Complex;Computerized Medical Record;Coupled;Current Procedural Terminology Codes;DNA Sequence Alteration;Data;Data Set;Diagnosis;Diagnostic;Disease;Functional disorder;Gene Expression Profile;Generations;Genetic;Goals;Human;Human Genetics;Individual;Knowledge;Link;Methodology;Modeling;Molecular;Mutation;Nature;Organ;Patients;Pattern;Pharmaceutical Preparations;Phenotype;Phosphorylation;Probability;Processed Genes;Property;Publishing;Quality Control;Research;Research Personnel;Resolution;Resources;Semantics;Source;Symptoms;Terminology;Tissues;Translating;Translation Process;base;biological systems;chemical genetics;data integration;design;drug candidate;experimental study;genetic association;human disease;insight;interoperability;novel;phenotypic biomarker;pre-clinical;protein function;response;small molecule;treatment effect","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9540181","9/2/2017 12:00:00 AM"," ","3OT3TR002025-01S1","3","OT3","TR","002025","01","S","COLVIS, CHRISTINE","9/23/2016 12:00:00 AM","6/30/2018 12:00:00 AM","ZTR1-SRC(99)"," ","1879023","CLEMONS, PAUL ANDREW","Not Applicable","07","Unavailable","623544785","US","42.363318","-71.087781","10021177","BROAD INSTITUTE, INC.","CAMBRIDGE","MA","Research Institutes","021421027","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","350","Other","2017","651119"," ","NCATS","365797","285322"," ","651119",
"Bioengineering; Networking and Information Technology R&D","Algorithms;Architecture;Area;Benchmarking;Clinical;Clinical Data;Clinical Informatics;Clinical Research;Collaborations;Common Data Element;Communities;Community Practice;Community of Practice;Computer software;Cultural Evolution;Data;Data Analyses;Data Quality;Data Set;Development;Discipline;Ecosystem;Evaluation;Evolution;FAIR principles;Foundations;Goals;Gold;Health;Health Science Library;Health Sciences;Healthcare;Human;Individual;Informatics;Information Resources;Information Sciences;Information Technology;Institution;Knowledge;Leadership;Learning;Licensing;Longevity;Metadata;Methodology;Methods;Modeling;Morphologic artifacts;Oregon;Outcome;Patients;Process;Public Health Informatics;Quality Control;Rare Diseases;Reporting;Research;Research Infrastructure;Research Institute;Resources;Scanning;Science;Services;Software Engineering;Software Tools;Synapses;System;Technology;The Jackson Laboratory;Training;Translational Research;United States National Institutes of Health;Universities;Update;Vendor;Vision;Washington;Work;base;biomedical informatics;cloud based;collaborative approach;collaborative environment;data modeling;data sharing;design;digital;experience;health care quality;health record;improved;informatics infrastructure;innovation;interoperability;invention;open data;open source;quality assurance;software development;success;tool","A National Center for Digital Health Informatics Innovation","NARRATIVE
We propose to create a national network for enabling digital health research, innovation, and continuous
improvement. The goal is to use information science to impact the way that health care functions and the lives
of those it serves
!","NCATS","9472182","9/20/2017 12:00:00 AM","RFA-TR-17-006","1U24TR002306-01","1","U24","TR","002306","01"," ","MISQUITTA, LEONIE","9/20/2017 12:00:00 AM","6/30/2022 12:00:00 AM","ZTR1-CI-9(01)"," ","1869835","HAENDEL, MELISSA A","CHUTE, CHRISTOPHER G; HOLMES, KRISTI L.; MOONEY, SEAN DAVID; WILBANKS, JOHN ","03","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","LIBRARIES","972393098","UNITED STATES","N","9/20/2017 12:00:00 AM","6/30/2018 12:00:00 AM","350","Other Research-Related","2017","5014915"," ","NCATS","4756352","258563"," ","5014915",
"Bioengineering; Networking and Information Technology R&D; Rare Diseases","Algorithms;Apoptosis;Architecture;Basic Science;Biological;Clinical;Clinical Data;Computer software;Data;Data Sources;Diagnosis;Disease;Distant;Elements;Event;Familiarity;Functional disorder;Gene Targeting;Genes;Graph;Knowledge;Lead;Leadership;Link;Literature;Metadata;Methodology;Methods;Modeling;Molecular;Pathway interactions;Patients;Phenotype;Positioning Attribute;Probability;Rare Diseases;Reproducibility;Research Infrastructure;Selection for Treatments;Semantics;Source;System;TP53 gene;Taxonomy;Techniques;Testing;Tissues;Variant;Vision;Zebrafish;base;cell type;crowdsourcing;data integration;data resource;design;disease classification;disease diagnosis;disease phenotype;experience;innovation;interoperability;knock-down;member;multimodality;open data;outcome forecast;scaffold;translational pipeline","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9540416","9/15/2017 12:00:00 AM"," ","3OT3TR002019-01S2","3","OT3","TR","002019","01","S","COLVIS, CHRISTINE","9/23/2016 12:00:00 AM","8/31/2018 12:00:00 AM","ZTR1-SRC(99)"," ","7569861","CHUTE, CHRISTOPHER G","HAENDEL, MELISSA A; MUNGALL, CHRISTOPHER J","07","INTERNAL MEDICINE/MEDICINE","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","9/1/2017 12:00:00 AM","8/31/2018 12:00:00 AM","350","Other","2017","1904427"," ","NCATS","1719796","184631"," ","1904427",
"Cancer; Clinical Research; Networking and Information Technology R&D","Address;Affect;Architecture;Big Data;Biological;CRH gene;Cancer Patient;Cancer Survivor;Caring;Clinic;Clinical;Clinical Data;Collaborations;Communities;Data;Data Analyses;Data Analytics;Data Set;Data Sources;Databases;Diabetes Mellitus;Dimensions;Disease;Drug Interactions;Functional disorder;Future;Gene Proteins;Generic Drugs;Genes;Genome;Graph;Heterogeneity;Housing;Human;Hybrids;Individual;Joints;Knowledge;Learning;Literature;Machine Learning;Malignant Neoplasms;Manuals;Measures;Medicine;Molecular;Monitor;Nature;Output;Pathogenesis;Pathway interactions;Patients;Phenotype;Population;Provider;Research;Research Infrastructure;Research Personnel;Resources;SNOMED Clinical Terms;Saint Jude Children&apos;s Research Hospital;Source;Structure;Testing;Translating;Translations;base;cohort;data integration;data mining;design;high dimensionality;improved;innovation;inter-individual variation;interoperability;knowledge base;lexical;molecular assembly/self assembly;new technology;transcriptome","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9486059","9/9/2017 12:00:00 AM"," ","3OT3TR002026-01S1","3","OT3","TR","002026","01","S","COLVIS, CHRISTINE","9/22/2016 12:00:00 AM","1/31/2019 12:00:00 AM","ZTR1-SRC(99)"," ","9454292","HUANG, SUI ","GLUSMAN, GUSTAVO ","07","Unavailable","135646524","US","47.622042","-122.337243","4106301","INSTITUTE FOR SYSTEMS BIOLOGY","SEATTLE","WA","Research Institutes","981095263","UNITED STATES","N","9/1/2017 12:00:00 AM","1/31/2019 12:00:00 AM","350","Other","2017","1408263"," ","NCATS","1054467","353796"," ","1408263",
"Bioengineering; Clinical Research","Address;Architecture;Clinical;Clinical Research;Collaborations;Collection;Complex;Data;Data Analyses;Data Sources;Development;Disease;Health;Human;Informatics;Ingestion;Institution;Measures;Medical;Metadata;Modeling;Molecular;Nurses;Pathway interactions;Pharmaceutical Preparations;Policies;Protocols documentation;Research Personnel;Scientist;Socialization;Support System;System;Systems Biology;Time;Training;Translational Research;Update;Vision;design;disease transmission;dynamic system;improved;interdisciplinary collaboration;open source;prototype;tool","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9482473","5/25/2017 12:00:00 AM"," ","3OT3TR002020-01S1","3","OT3","TR","002020","01","S","COLVIS, CHRISTINE","9/24/2016 12:00:00 AM","4/30/2018 12:00:00 AM","ZTR1-SRC(99)"," ","8850713","AHALT, STANLEY CARLTON","TROPSHA, ALEXANDER ","04","BIOSTATISTICS & OTHER MATH SCI","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF ARTS AND SCIENCES","275990001","UNITED STATES","N","5/1/2017 12:00:00 AM","4/30/2018 12:00:00 AM","350","Other","2017","1113216"," ","NCATS","740569","372647"," ","1113216",
"Bioengineering; Networking and Information Technology R&D; Rare Diseases","Algorithms;Apoptosis;Architecture;Basic Science;Biological;Clinical;Clinical Data;Computer software;Data;Data Sources;Diagnosis;Disease;Distant;Elements;Event;Familiarity;Functional disorder;Gene Targeting;Genes;Graph;Knowledge;Lead;Leadership;Link;Literature;Metadata;Methodology;Methods;Modeling;Molecular;Pathway interactions;Patients;Phenotype;Positioning Attribute;Probability;Rare Diseases;Reproducibility;Research Infrastructure;Selection for Treatments;Semantics;Source;System;TP53 gene;Taxonomy;Techniques;Testing;Tissues;Variant;Vision;Zebrafish;base;cell type;crowdsourcing;data integration;data resource;design;disease classification;disease diagnosis;disease phenotype;experience;innovation;interoperability;knock-down;member;multimodality;open data;outcome forecast;scaffold;translational pipeline","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9481881","5/16/2017 12:00:00 AM"," ","3OT3TR002019-01S1","3","OT3","TR","002019","01","S","COLVIS, CHRISTINE","9/23/2016 12:00:00 AM","8/31/2018 12:00:00 AM","ZTR1-SRC(99)"," ","7569861","CHUTE, CHRISTOPHER G","HAENDEL, MELISSA A; MUNGALL, CHRISTOPHER J","07","INTERNAL MEDICINE/MEDICINE","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","5/10/2017 12:00:00 AM","8/31/2018 12:00:00 AM","350","Other","2017","78175"," ","NCATS","47960","30215"," ","78175",
"Bioengineering; Networking and Information Technology R&D; Rare Diseases","Algorithms;Apoptosis;Architecture;Basic Science;Biological;Clinical;Clinical Data;Computer software;Data;Data Sources;Diagnosis;Disease;Distant;Elements;Event;Familiarity;Functional disorder;Gene Targeting;Genes;Graph;Histocompatibility Testing;Indium;Knowledge;Lead;Leadership;Link;Literature;Metadata;Methodology;Methods;Modeling;Molecular;Pathway interactions;Patients;Positioning Attribute;Probability;Rare Diseases;Reproducibility;Research Infrastructure;Resources;Selection for Treatments;Semantics;Source;System;TP53 gene;Taxonomy;Techniques;Testing;Variant;Vision;Zebrafish;base;cell type;crowdsourcing;data integration;design;disease classification;disease diagnosis;disease phenotype;experience;innovation;knock-down;member;open data;outcome forecast;scaffold","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9327189","9/23/2016 12:00:00 AM"," ","1OT3TR002019-01","1","OT3","TR","002019","01"," ","COLVIS, CHRISTINE","9/23/2016 12:00:00 AM","3/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","7569861","CHUTE, CHRISTOPHER G","HAENDEL, MELISSA A; MUNGALL, CHRISTOPHER J","07","INTERNAL MEDICINE/MEDICINE","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","212182680","UNITED STATES","N","9/23/2016 12:00:00 AM","3/31/2020 12:00:00 AM","350","Other","2016","1999484"," ","NCATS","1760604","238880"," ","1999484",
"Bioengineering","Address;Architecture;Clinical;Clinical Nurse Specialists;Clinical Research;Collaborations;Collection;Complex;Data;Data Analyses;Data Sources;Development;Disease;Health;Human;Informatics;Ingestion;Institution;Measures;Medical;Metadata;Modeling;Molecular;Pathway interactions;Pharmaceutical Preparations;Policies;Protocols documentation;Research Personnel;Scientist;System;Systems Biology;Time;Training;Translational Research;Update;Vision;design;disease transmission;dynamic system;improved;interdisciplinary collaboration;open source;prototype;tool","Biomedical Data Translator Technical Feasibility Assessment and Architecture Design","n/a","NCATS","9335063","9/24/2016 12:00:00 AM","RFA-TR-16-001","1OT3TR002020-01","1","OT3","TR","002020","01"," ","COLVIS, CHRISTINE","9/24/2016 12:00:00 AM","12/31/2020 12:00:00 AM","ZTR1-SRC(99)"," ","8850713","AHALT, STANLEY CARLTON","TROPSHA, ALEXANDER ","04","BIOSTATISTICS & OTHER MATH SCI","608195277","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF ARTS AND SCIENCES","275990001","UNITED STATES","N","9/24/2016 12:00:00 AM","12/31/2020 12:00:00 AM","350","Other","2016","454336"," ","NCATS","298905","155431"," ","454336",
